id,city,country,region,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,source_dataset,destination_key,destination_name,location,destination_type,popularity,best_time_to_visit,route_count,avg_route_cost,avg_route_duration,avg_satisfaction,common_weather,common_companions,common_route_budget,common_theme,common_transport,google_interest_score,has_coordinates,has_climate_data,has_route_data,culture_norm,adventure_norm,nature_norm,beaches_norm,nightlife_norm,cuisine_norm,wellness_norm,urban_norm,seclusion_norm,popularity_norm,google_interest_score_norm,route_count_norm,avg_route_cost_norm,avg_route_duration_norm,avg_satisfaction_norm,combined_text,cluster,cluster_label,similar_destination_1,cosine_similarity_1,similar_destination_2,cosine_similarity_2,similar_destination_3,cosine_similarity_3
c54acf38-3029-496b-8c7a-8343ad82785c,Milan,Italy,europe,"Chic streets lined with fashion boutiques, historic architecture, and lively piazzas create a sophisticated yet welcoming atmosphere, perfect for leisurely exploration.",45.4641943,9.1896346,"{""1"":{""avg"":3.7,""max"":7.8,""min"":0.4},""2"":{""avg"":7.1,""max"":12,""min"":2.8},""3"":{""avg"":10.5,""max"":15.5,""min"":5.5},""4"":{""avg"":13.8,""max"":18.9,""min"":8.7},""5"":{""avg"":17.9,""max"":22.5,""min"":13.4},""6"":{""avg"":23.5,""max"":28.5,""min"":18.1},""7"":{""avg"":25.8,""max"":30.8,""min"":20.5},""8"":{""avg"":25.2,""max"":30.4,""min"":20.2},""9"":{""avg"":20.8,""max"":26,""min"":16.1},""10"":{""avg"":15.2,""max"":19.6,""min"":11.5},""11"":{""avg"":8.8,""max"":12.5,""min"":5.6},""12"":{""avg"":4.7,""max"":8.2,""min"":1.9}}","[""Short trip"",""One week""]",Luxury,5.0,2.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,Worldwide Travel Cities,city:milan:italy,Milan,Italy,City/Region,6.444444444444445,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.1992818220553296,True,True,False,1.0,0.4,0.4,0.2,0.8,1.0,0.6,1.0,0.4,0.42106770775766955,0.46659164199803077,0.0,0.5,0.5,0.5,"Milan Italy Italy europe City/Region Chic streets lined with fashion boutiques, historic architecture, and lively piazzas create a sophisticated yet welcoming atmosphere, perfect for leisurely exploration.      culture culture culture culture culture adventure adventure nature nature beaches nightlife nightlife nightlife nightlife cuisine cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban urban urban seclusion seclusion",0,culture + cuisine,Naples,0.5522,Verona,0.5456,Palermo,0.5403
0bd12654-ed64-424e-a044-7bc574bcf078,Yasawa Islands,Fiji,oceania,"Crystal-clear waters, secluded beaches, and vibrant coral reefs create a serene paradise perfect for unwinding and immersing in natural beauty.",-17.2909471,177.12578580330327,"{""1"":{""avg"":28,""max"":30.8,""min"":25.8},""2"":{""avg"":28,""max"":31.1,""min"":25.6},""3"":{""avg"":26.9,""max"":31,""min"":22.8},""4"":{""avg"":28,""max"":31.7,""min"":26},""5"":{""avg"":27.4,""max"":31,""min"":23.1},""6"":{""avg"":26.2,""max"":29.7,""min"":23.7},""7"":{""avg"":26.1,""max"":29.6,""min"":23.6},""8"":{""avg"":25.5,""max"":29.1,""min"":23.7},""9"":{""avg"":26.3,""max"":30.4,""min"":24.5},""10"":{""avg"":26,""max"":30.5,""min"":19},""11"":{""avg"":27.1,""max"":31,""min"":24.8},""12"":{""avg"":28.2,""max"":31.9,""min"":26}}","[""Long trip"",""One week""]",Luxury,2.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,5.0,Worldwide Travel Cities,city:yasawa islands:fiji,Yasawa Islands,Fiji,City/Region,6.888888888888889,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2154669217919993,True,True,False,0.4,0.8,1.0,1.0,0.4,0.6,0.8,0.2,1.0,0.5052812493092035,0.49645487559981527,0.0,0.5,0.5,0.5,"Yasawa Islands Fiji Fiji oceania City/Region Crystal-clear waters, secluded beaches, and vibrant coral reefs create a serene paradise perfect for unwinding and immersing in natural beauty.      culture culture adventure adventure adventure adventure nature nature nature nature nature beaches beaches beaches beaches beaches nightlife nightlife cuisine cuisine cuisine wellness wellness wellness wellness urban seclusion seclusion seclusion seclusion seclusion",1,nature + seclusion,Cozumel,0.5425,Providenciales,0.5074,Nadi,0.4897
73036cda-9134-46fc-a2c6-807782d59dfb,Whistler,Canada,north_america,"Snow-capped peaks and lush forests create a serene escape, where outdoor adventures meet cozy village vibes and crisp mountain air.",50.1171903,-122.9543022,"{""1"":{""avg"":-2.5,""max"":0.4,""min"":-5.5},""2"":{""avg"":-1.8,""max"":0.8,""min"":-7.2},""3"":{""avg"":0.2,""max"":3.5,""min"":-5},""4"":{""avg"":4.6,""max"":9.1,""min"":-0.6},""5"":{""avg"":9,""max"":14.4,""min"":3.4},""6"":{""avg"":14.1,""max"":18.8,""min"":9.1},""7"":{""avg"":18.2,""max"":23.2,""min"":13},""8"":{""avg"":17.8,""max"":23.3,""min"":12.8},""9"":{""avg"":14.5,""max"":19.3,""min"":9.9},""10"":{""avg"":7.6,""max"":11.6,""min"":4.4},""11"":{""avg"":1.8,""max"":5.1,""min"":-1.6},""12"":{""avg"":-1.8,""max"":0.9,""min"":-2.5}}","[""Short trip"",""Weekend"",""One week""]",Luxury,3.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,Worldwide Travel Cities,city:whistler:canada,Whistler,Canada,City/Region,6.888888888888889,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2002586259047034,True,True,False,0.6,1.0,1.0,0.4,0.6,0.6,0.8,0.4,0.8,0.5052812493092035,0.4683939491825137,0.0,0.5,0.5,0.5,"Whistler Canada Canada north_america City/Region Snow-capped peaks and lush forests create a serene escape, where outdoor adventures meet cozy village vibes and crisp mountain air.      culture culture culture adventure adventure adventure adventure adventure nature nature nature nature nature beaches beaches nightlife nightlife nightlife cuisine cuisine cuisine wellness wellness wellness wellness urban urban seclusion seclusion seclusion seclusion",1,nature + seclusion,Vancouver Island,0.5049,Québec City,0.4557,Niagara Falls,0.4526
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Guanajuato,Mexico,north_america,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",20.9876996,-101.0,"{""1"":{""avg"":15.5,""max"":22.8,""min"":8.7},""2"":{""avg"":17.2,""max"":25.6,""min"":9.5},""3"":{""avg"":20.3,""max"":29.3,""min"":12.2},""4"":{""avg"":23.1,""max"":31.8,""min"":13.1},""5"":{""avg"":23.3,""max"":31.6,""min"":15.1},""6"":{""avg"":22.2,""max"":30.2,""min"":15.3},""7"":{""avg"":20.7,""max"":28.2,""min"":14.4},""8"":{""avg"":20.6,""max"":27.9,""min"":14.4},""9"":{""avg"":19.9,""max"":27.2,""min"":13.9},""10"":{""avg"":19,""max"":26.2,""min"":12.6},""11"":{""avg"":17.7,""max"":25.5,""min"":10.7},""12"":{""avg"":14.9,""max"":22.1,""min"":9.2}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,5.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,Worldwide Travel Cities,city:guanajuato:mexico,Guanajuato,Mexico,City/Region,6.222222222222222,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2067071629799275,True,True,False,1.0,0.6,0.6,0.2,0.6,0.8,0.6,0.8,0.4,0.3789609369819026,0.48029218720392547,0.0,0.5,0.5,0.5,"Guanajuato Mexico Mexico north_america City/Region Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.      culture culture culture culture culture adventure adventure adventure nature nature nature beaches nightlife nightlife nightlife cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban urban seclusion seclusion",0,culture + cuisine,Mexico City,0.5836,Puebla,0.5804,San Cristóbal de las Casas,0.5633
e1ebc1b6-8798-422d-847a-22016faff3fd,Surabaya,Indonesia,asia,"Bustling streets filled with the aroma of local spices, vibrant markets, and a rich cultural tapestry invite exploration and discovery.",-7.2459717,112.7378266,"{""1"":{""avg"":28.1,""max"":32.5,""min"":25.5},""2"":{""avg"":27.8,""max"":32.4,""min"":25.5},""3"":{""avg"":28.3,""max"":32.8,""min"":25.8},""4"":{""avg"":29,""max"":33.2,""min"":26.2},""5"":{""avg"":29.3,""max"":33.7,""min"":26.2},""6"":{""avg"":28.7,""max"":33.1,""min"":25.4},""7"":{""avg"":28.2,""max"":33.1,""min"":24.6},""8"":{""avg"":28.4,""max"":33.2,""min"":24.7},""9"":{""avg"":29.2,""max"":34.4,""min"":25.4},""10"":{""avg"":29.8,""max"":35.1,""min"":26.2},""11"":{""avg"":29.6,""max"":34,""min"":26.4},""12"":{""avg"":28.7,""max"":33.2,""min"":25.8}}","[""Short trip"",""Weekend""]",Budget,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,Worldwide Travel Cities,city:surabaya:indonesia,Surabaya,Indonesia,City/Region,6.222222222222222,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2157378686294957,True,True,False,0.8,0.6,0.6,0.4,0.6,0.8,0.6,0.8,0.4,0.3789609369819026,0.49695480138547404,0.0,0.5,0.5,0.5,"Surabaya Indonesia Indonesia asia City/Region Bustling streets filled with the aroma of local spices, vibrant markets, and a rich cultural tapestry invite exploration and discovery.      culture culture culture culture adventure adventure adventure nature nature nature beaches beaches nightlife nightlife nightlife cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban urban seclusion seclusion",0,culture + cuisine,Yogyakarta,0.6521,Kampala,0.5507,Bandung,0.5314
26bd92cc-1bd7-46bc-a132-9c227115194a,Nuuk,Greenland,north_america,"Rugged landscapes meet the calm of icy fjords, where the crisp air and vibrant local culture create a unique Arctic charm.",64.1766835,-51.7359356,"{""1"":{""avg"":-7,""max"":-5,""min"":-9},""2"":{""avg"":-8.9,""max"":-6.3,""min"":-11},""3"":{""avg"":-6.8,""max"":-4.7,""min"":-9},""4"":{""avg"":-1.7,""max"":0.2,""min"":-4.3},""5"":{""avg"":1,""max"":3.3,""min"":-1.6},""6"":{""avg"":5,""max"":7.6,""min"":1.6},""7"":{""avg"":7.9,""max"":10.8,""min"":4.4},""8"":{""avg"":7.4,""max"":10,""min"":4.6},""9"":{""avg"":4.3,""max"":6.4,""min"":2.2},""10"":{""avg"":0.1,""max"":2.1,""min"":-1.5},""11"":{""avg"":-3.2,""max"":-1,""min"":-4.5},""12"":{""avg"":-4.9,""max"":-2.6,""min"":-6.5}}","[""Short trip"",""One week""]",Luxury,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,Worldwide Travel Cities,city:nuuk:greenland,Nuuk,Greenland,City/Region,6.222222222222222,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2635522494881566,True,True,False,0.6,0.8,1.0,0.4,0.4,0.6,0.4,0.4,1.0,0.3789609369819026,0.5851774288847527,0.0,0.5,0.5,0.5,"Nuuk Greenland Greenland north_america City/Region Rugged landscapes meet the calm of icy fjords, where the crisp air and vibrant local culture create a unique Arctic charm.      culture culture culture adventure adventure adventure adventure nature nature nature nature nature beaches beaches nightlife nightlife cuisine cuisine cuisine wellness wellness urban urban seclusion seclusion seclusion seclusion seclusion",1,nature + seclusion,Georgetown,0.3929,Reykjavik,0.3851,Tromsø,0.3845
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Windhoek,Namibia,africa,"A blend of modernity and tradition, with bustling markets, German colonial architecture, and the vast Namibian landscape providing a unique backdrop.",-22.53356015,17.045477525861745,"{""1"":{""avg"":23.9,""max"":32.3,""min"":17.8},""2"":{""avg"":23.7,""max"":32,""min"":17.6},""3"":{""avg"":22.5,""max"":30.8,""min"":16.6},""4"":{""avg"":20.5,""max"":28.7,""min"":14.1},""5"":{""avg"":18.3,""max"":26.5,""min"":11.6},""6"":{""avg"":14.8,""max"":22.7,""min"":7.5},""7"":{""avg"":15,""max"":23.7,""min"":8},""8"":{""avg"":17.9,""max"":26.2,""min"":10.5},""9"":{""avg"":21.8,""max"":29.8,""min"":13.8},""10"":{""avg"":24.3,""max"":32.1,""min"":17},""11"":{""avg"":24.9,""max"":33,""min"":17.7},""12"":{""avg"":24.6,""max"":32.5,""min"":18.1}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,Worldwide Travel Cities,city:windhoek:namibia,Windhoek,Namibia,City/Region,6.222222222222222,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2266106182196452,True,True,False,0.6,0.8,0.8,0.2,0.6,0.6,0.6,0.6,0.8,0.3789609369819026,0.5170161829146034,0.0,0.5,0.5,0.5,"Windhoek Namibia Namibia africa City/Region A blend of modernity and tradition, with bustling markets, German colonial architecture, and the vast Namibian landscape providing a unique backdrop.      culture culture culture adventure adventure adventure adventure nature nature nature nature beaches nightlife nightlife nightlife cuisine cuisine cuisine wellness wellness wellness urban urban urban seclusion seclusion seclusion seclusion",1,nature + seclusion,Namibia,0.5961,Baku,0.4563,Dushanbe,0.4101
0dae5759-947a-40c9-aaea-e2e647f1061e,Kingston,Jamaica,north_america,"Vibrant streets pulse with reggae rhythms, while lush hills and beaches offer a serene escape, creating a captivating blend of energy and tranquility.",17.9712148,-76.7928128,"{""1"":{""avg"":27,""max"":31.2,""min"":22.3},""2"":{""avg"":26.8,""max"":31.1,""min"":22},""3"":{""avg"":27.3,""max"":31.1,""min"":22.6},""4"":{""avg"":27.9,""max"":31.6,""min"":23.6},""5"":{""avg"":28.7,""max"":32.1,""min"":24.5},""6"":{""avg"":29.5,""max"":32.9,""min"":25.4},""7"":{""avg"":29.8,""max"":33.4,""min"":25.5},""8"":{""avg"":29.8,""max"":33.4,""min"":25.6},""9"":{""avg"":29.6,""max"":33.3,""min"":25.3},""10"":{""avg"":28.8,""max"":32.7,""min"":24.6},""11"":{""avg"":28,""max"":32.1,""min"":23.7},""12"":{""avg"":27.6,""max"":31.7,""min"":22.9}}","[""Short trip"",""One week""]",Mid-range,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,Worldwide Travel Cities,city:kingston:jamaica,Kingston,Jamaica,City/Region,6.444444444444445,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.200642374802506,True,True,False,0.8,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.42106770775766955,0.4691020067889518,0.0,0.5,0.5,0.5,"Kingston Jamaica Jamaica north_america City/Region Vibrant streets pulse with reggae rhythms, while lush hills and beaches offer a serene escape, creating a captivating blend of energy and tranquility.      culture culture culture culture adventure adventure adventure nature nature nature beaches beaches beaches nightlife nightlife nightlife nightlife cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban seclusion seclusion",0,culture + cuisine,Montego Bay,0.5988,Tokyo,0.4602,Rio de Janeiro,0.3883
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Nafplio,Greece,europe,"Charming cobblestone streets, vibrant bougainvillea, and the gentle sea breeze create a serene atmosphere perfect for leisurely exploration and relaxation.",37.5659229,22.8068782,"{""1"":{""avg"":8,""max"":11.7,""min"":4.5},""2"":{""avg"":8.7,""max"":12.9,""min"":4.9},""3"":{""avg"":11.4,""max"":16.4,""min"":6.6},""4"":{""avg"":15.2,""max"":20.4,""min"":9.7},""5"":{""avg"":20.3,""max"":25.8,""min"":14.3},""6"":{""avg"":25.5,""max"":31,""min"":19.1},""7"":{""avg"":28.3,""max"":33.7,""min"":22},""8"":{""avg"":27.9,""max"":33.2,""min"":22.1},""9"":{""avg"":23.6,""max"":28.4,""min"":18.9},""10"":{""avg"":18.5,""max"":22.7,""min"":14.5},""11"":{""avg"":13.7,""max"":17.6,""min"":10.2},""12"":{""avg"":9.5,""max"":13,""min"":6.2}}","[""Short trip"",""Weekend"",""Day trip""]",Mid-range,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,Worldwide Travel Cities,city:nafplio:greece,Nafplio,Greece,City/Region,6.888888888888889,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.2258688816943635,True,True,False,0.8,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.8,0.5052812493092035,0.5156475999904414,0.0,0.5,0.5,0.5,"Nafplio Greece Greece europe City/Region Charming cobblestone streets, vibrant bougainvillea, and the gentle sea breeze create a serene atmosphere perfect for leisurely exploration and relaxation.      culture culture culture culture adventure adventure adventure nature nature nature nature beaches beaches beaches nightlife nightlife nightlife cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban seclusion seclusion seclusion seclusion",1,nature + seclusion,Zakynthos,0.7166,Charlottetown,0.5883,Thessaloniki,0.5653
b78d096a-87d0-4010-baac-e4879cab6aa9,Tbilisi,Georgia,asia,"Cobblestone streets wind through eclectic neighborhoods, where vibrant markets and ancient architecture create a welcoming blend of history and modern charm.",41.6934591,44.8014495,"{""1"":{""avg"":3.5,""max"":8.1,""min"":0.3},""2"":{""avg"":5.1,""max"":9.6,""min"":1.5},""3"":{""avg"":8.7,""max"":14,""min"":4},""4"":{""avg"":13.9,""max"":19.6,""min"":9.2},""5"":{""avg"":18.1,""max"":23.7,""min"":12.9},""6"":{""avg"":23.6,""max"":30,""min"":18.5},""7"":{""avg"":25.8,""max"":31.9,""min"":20.6},""8"":{""avg"":26,""max"":32.7,""min"":19.5},""9"":{""avg"":21,""max"":27.2,""min"":15.6},""10"":{""avg"":14.8,""max"":20.6,""min"":10.8},""11"":{""avg"":8.9,""max"":14,""min"":5.2},""12"":{""avg"":4.5,""max"":8.8,""min"":1.3}}","[""Short trip"",""Weekend"",""One week""]",Budget,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,Worldwide Travel Cities,city:tbilisi:georgia,Tbilisi,Georgia,City/Region,6.0,Not applicable,0,5211.047292461832,364.68910011983877,3.0119762351469666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.196705550703928,True,True,False,0.8,0.6,0.6,0.2,0.6,0.8,0.6,0.6,0.6,0.3368541662061356,0.4618381468425956,0.0,0.5,0.5,0.5,"Tbilisi Georgia Georgia asia City/Region Cobblestone streets wind through eclectic neighborhoods, where vibrant markets and ancient architecture create a welcoming blend of history and modern charm.      culture culture culture culture adventure adventure adventure nature nature nature beaches nightlife nightlife nightlife cuisine cuisine cuisine cuisine wellness wellness wellness urban urban urban seclusion seclusion seclusion",0,culture + cuisine,Batumi,0.6406,Nicosia,0.4478,Riga,0.4042
